id,language,task_type,prompt
prompt_0929,Japanese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""User"": {""uid"": 87, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Japanese.
</constraint>
"
prompt_0930,Arabic,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Sensor"": {""uid"": 96, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Arabic.
</constraint>
"
prompt_0931,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Employee' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in German.
</constraint>
"
prompt_0932,Arabic,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: TCPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Arabic.
</constraint>
"
prompt_0933,Portuguese,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Client' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Portuguese.
</constraint>
"
prompt_0934,Polish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: User_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Polish.
</constraint>
"
prompt_0935,Dutch,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 128, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Dutch.
</constraint>
"
prompt_0936,Korean,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Korean.
</constraint>
"
prompt_0937,Vietnamese,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Vietnamese.
</constraint>
"
prompt_0938,Portuguese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 63, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Portuguese.
</constraint>
"
prompt_0939,Polish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Node"": {""uid"": 95, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Polish.
</constraint>
"
prompt_0940,Polish,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Polish.
</constraint>
"
prompt_0941,Spanish,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Spanish.
</constraint>
"
prompt_0942,Hindi,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: TCPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Hindi.
</constraint>
"
prompt_0943,Dutch,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u21
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Dutch.
</constraint>
"
prompt_0944,Russian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Russian.
</constraint>
"
prompt_0945,Vietnamese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u54
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Vietnamese.
</constraint>
"
prompt_0946,Russian,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: RPCWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Russian.
</constraint>
"
prompt_0947,Spanish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 108, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Spanish.
</constraint>
"
prompt_0948,Vietnamese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Node"": {""uid"": 37, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Vietnamese.
</constraint>
"
prompt_0949,Spanish,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Spanish.
</constraint>
"
prompt_0950,Russian,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""User"": {""uid"": 18, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Russian.
</constraint>
"
prompt_0951,Spanish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 106, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Spanish.
</constraint>
"
prompt_0952,Turkish,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Turkish.
</constraint>
"
prompt_0953,Vietnamese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Node"": {""uid"": 47, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Vietnamese.
</constraint>
"
